Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR4027328,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,7023628,5982628,357556,3192917,3173498,813,16489,1587083,8135,96170,225297,184788,23200,648549,SRX2019262,PRJNA338817,SRS1615037,SAMN05559233,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027329,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,7767715,7098062,423088,5623688,5613240,899,20698,171533,14405,103290,284047,432670,23887,423844,SRX2019263,PRJNA338817,SRS1615038,SAMN05559234,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027372,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3529810,3391003,135260,2755020,2750971,796,4355,110873,11327,52919,153397,109835,12972,180305,SRX2019306,PRJNA338817,SRS1614924,SAMN05559146,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027373,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3280703,3012020,252473,940312,936932,648,5899,281743,2678,108515,842882,423551,44412,362028,SRX2019307,PRJNA338817,SRS1615056,SAMN05559149,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027392,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,1831615,1682464,160638,807526,802512,672,14982,92442,8067,45501,354702,98393,18477,242374,SRX2019326,PRJNA338817,SRS1615065,SAMN05559211,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027395,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,2574770,2390951,182539,1015766,1006401,707,7073,215089,10221,78275,362720,431386,37018,233403,SRX2019329,PRJNA338817,SRS1614931,SAMN05559217,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027396,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,13233627,12586176,452347,9258097,9242491,1152,23964,926642,48339,230216,730550,491803,62456,814109,SRX2019330,PRJNA338817,SRS1614963,SAMN05559218,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027397,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3726865,3380401,215955,1350965,1344534,705,8202,208409,6439,85833,1047303,313208,38537,321505,SRX2019331,PRJNA338817,SRS1614955,SAMN05559221,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027398,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,4913699,4442889,272826,2441992,2425982,895,43499,298055,37891,112672,672431,289214,50564,496571,SRX2019332,PRJNA338817,SRS1615067,SAMN05559222,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027422,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,1623543,1457962,165740,342350,337627,567,5797,76908,2024,62629,604185,109435,36753,217881,SRX2019356,PRJNA338817,SRS1614941,SAMN05559332,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027423,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,1070170,1025832,95803,532603,529012,645,6431,74905,7221,40451,140953,85840,12956,124472,SRX2019357,PRJNA338817,SRS1614943,SAMN05559334,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027424,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,2135457,2016497,171957,950019,945648,686,3045,186883,4739,75779,346190,210892,18951,219999,SRX2019358,PRJNA338817,SRS1614942,SAMN05559336,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027425,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3458797,3330077,216131,1301339,1296868,682,9950,297508,4645,103134,901410,302773,55568,353750,SRX2019359,PRJNA338817,SRS1614960,SAMN05559337,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027426,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,2454259,2263323,322510,954823,944096,697,16463,169752,10741,54097,440145,160457,110748,346097,SRX2019360,PRJNA338817,SRS1615071,SAMN05559338,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027428,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,1519540,1460277,125963,599240,596656,620,7706,202409,3425,46914,220527,212918,23943,143195,SRX2019362,PRJNA338817,SRS1614978,SAMN05559339,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027430,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,5348566,5184149,268690,854368,851404,679,9666,1062300,2832,165495,2012077,551824,58774,466813,SRX2019364,PRJNA338817,SRS1614970,SAMN05559341,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027431,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,10468450,10078143,319885,7949952,7938856,1062,16358,405069,33777,161551,507069,383135,37646,583586,SRX2019365,PRJNA338817,SRS1615073,SAMN05559333,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027439,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3807179,3466215,247249,1819392,1806800,828,20553,205182,30190,112872,552810,230745,46937,447534,SRX2019373,PRJNA338817,SRS1614979,SAMN05559370,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027440,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,9112606,8596900,331852,6620585,6607727,1036,20067,317574,37530,145036,539845,353747,56876,505640,SRX2019374,PRJNA338817,SRS1614982,SAMN05559377,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027441,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,8957029,8316977,353440,4945491,4934215,983,8979,460364,10547,263103,1146054,767255,52879,662305,SRX2019375,PRJNA338817,SRS1614983,SAMN05559378,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027442,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3099047,2840401,234585,1186152,1179821,676,6215,204440,5269,125686,605715,375594,49346,281984,SRX2019376,PRJNA338817,SRS1614989,SAMN05559379,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027443,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,3990257,3631866,263776,1989523,1982775,816,2569,188649,4408,91399,735652,298261,28678,292727,SRX2019377,PRJNA338817,SRS1614932,SAMN05559220,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027452,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,6224205,5943846,296515,4714185,4705381,989,7142,191199,26372,87554,321669,207394,24560,363771,SRX2019386,PRJNA338817,SRS1615079,SAMN05559335,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027453,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,2201715,2079413,254306,528837,526314,579,7567,414538,5493,103704,361165,311089,51185,295835,SRX2019387,PRJNA338817,SRS1614986,SAMN05559371,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027454,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,5330956,5028695,320739,3744585,3738065,878,6829,171841,17758,66909,352297,271800,22401,374275,SRX2019388,PRJNA338817,SRS1614987,SAMN05559372,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027455,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,6026135,5618675,624271,944225,939890,653,7283,838252,7642,311496,1759179,831585,159468,759545,SRX2019389,PRJNA338817,SRS1614996,SAMN05559374,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027456,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157,6,2483602,2269822,191259,1383738,1372972,757,11388,119031,22392,64265,257415,128624,29225,253744,SRX2019390,PRJNA338817,SRS1614988,SAMN05559375,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR10984944,SRP245854,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,109,7,25718899,21803159,779195,9160675,9126926,789,41078,3770642,144311,1062542,3396603,1460887,305286,2461135,SRX7647315,PRJNA603745,SRS6076953,SAMN13940411,GEO,DOI: 10.1038/s41598-020-60065-8,32094412
SRR1955560,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,1711777,79246,1165505,1163339,509,948,44279,641,15377,368083,18358,7897,90689,SRX981073,PRJNA280515,SRS895933,SAMN03463645,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955561,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,1183862,507805,36023,344772,344027,368,285,13107,199,4657,109144,5485,2296,27860,SRX981073,PRJNA280515,SRS895933,SAMN03463645,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955562,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,1579922,70707,1174610,1172297,483,1025,33148,577,18259,179781,25239,7130,140153,SRX981074,PRJNA280515,SRS895934,SAMN03463646,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955564,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,3332958,1950558,90357,1478916,1475975,508,1162,47069,904,19159,216758,28900,9132,148558,SRX981075,PRJNA280515,SRS895932,SAMN03463647,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955565,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,3853126,2007928,112101,1397815,1394491,515,1814,63188,1750,31694,303816,30432,13379,164040,SRX981076,PRJNA280515,SRS895931,SAMN03463648,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955566,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,1869304,79908,1489093,1485553,534,962,46279,1246,13054,123310,21623,11631,162106,SRX981077,PRJNA280515,SRS895930,SAMN03463649,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955567,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2792277,1309114,62961,1038838,1036255,495,692,32560,889,9234,86017,15142,8103,117639,SRX981077,PRJNA280515,SRS895930,SAMN03463649,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955568,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,3877318,2287047,153936,1576788,1569965,524,1353,81175,2378,31356,298358,35524,24621,235494,SRX981078,PRJNA280515,SRS895928,SAMN03463650,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955569,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,1724491,83280,1139125,1136316,506,1799,65658,1201,15264,337384,17166,9146,137748,SRX981079,PRJNA280515,SRS895927,SAMN03463651,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955570,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,1723517,85041,1135930,1133121,490,1925,65160,1181,14994,336527,17333,8901,141566,SRX981079,PRJNA280515,SRS895927,SAMN03463651,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955571,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,525666,230196,23262,151401,150901,315,220,8506,157,2075,44327,2240,1218,20052,SRX981079,PRJNA280515,SRS895927,SAMN03463651,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955572,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,1953992,132476,1238027,1232605,492,1158,88740,1463,25974,357252,28537,21578,191263,SRX981080,PRJNA280515,SRS895926,SAMN03463652,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955573,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,1979875,972594,80004,614209,611456,418,551,43788,751,13150,177323,14095,10809,97918,SRX981080,PRJNA280515,SRS895926,SAMN03463652,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955574,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,2091330,92403,1480006,1477052,526,837,67724,743,15965,374683,28874,10124,112374,SRX981081,PRJNA280515,SRS895925,SAMN03463653,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955575,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,2093253,95592,1477631,1474696,531,817,67685,778,15904,373509,29601,10131,117197,SRX981081,PRJNA280515,SRS895925,SAMN03463653,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955576,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2721176,1423367,72479,1003630,1001630,487,592,46026,519,10991,254525,20025,6858,80201,SRX981081,PRJNA280515,SRS895925,SAMN03463653,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955577,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,4000000,2476103,87958,1901322,1898512,555,1073,61626,1030,22718,292859,33929,9182,152364,SRX981082,PRJNA280515,SRS895924,SAMN03463654,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955578,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2826750,1753387,71284,1342283,1340238,500,755,43534,710,16316,206354,23782,6558,113095,SRX981082,PRJNA280515,SRS895924,SAMN03463654,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955579,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,3740566,2862641,128699,2194095,2190063,572,2696,77471,1293,35900,297141,40807,16033,197205,SRX981083,PRJNA280515,SRS895923,SAMN03463655,GEO,DOI: 10.7717/peerj.1536,26788424
SRR1955580,SRP056924,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,Bone_marrow_mesenchymal_stem_cell,134,7,2938102,2192060,120176,1523861,1519994,516,1928,72228,1761,31088,293256,40968,15697,211273,SRX981084,PRJNA280515,SRS895922,SAMN03463656,GEO,DOI: 10.7717/peerj.1536,26788424
SRR6372855,SRP126655,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Cardiac_progenitor_derived,105,10,12715071,6586243,654153,1294522,1266636,564,1395,94393,12688,214672,3875890,326544,239413,526726,SRX3467892,PRJNA422248,SRS2755609,SAMN08168954,GEO,DOI: 10.1038/s41598-018-26156-3,29795287
SRR6372856,SRP126655,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Cardiac_progenitor_derived,105,10,9958216,5598739,554157,2263520,2246306,719,2216,350937,24428,236376,1695184,289531,103769,632778,SRX3467893,PRJNA422248,SRS2755607,SAMN08168953,GEO,DOI: 10.1038/s41598-018-26156-3,29795287
SRR6372857,SRP126655,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Cardiac_progenitor_derived,105,10,8854411,4066398,591971,1057288,1039234,671,2561,333509,34593,294176,1165242,354083,90303,734643,SRX3467894,PRJNA422248,SRS2755639,SAMN08168952,GEO,DOI: 10.1038/s41598-018-26156-3,29795287
SRR2034272,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73,12,139926628,102036421,1111862,69065121,69018627,991,131601,3598526,14356,9842058,4312626,9125664,874058,5072411,SRX1034490,PRJNA284504,SRS942006,SAMN03703080,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR2034273,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73,12,128711062,93073475,2151377,56129353,55964931,819,98482,10139406,21007,4267491,8621769,6594425,892611,6308931,SRX1034491,PRJNA284504,SRS942005,SAMN03703081,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR2034274,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73,12,136210717,98947324,785893,78409674,78346587,974,125644,2344053,9884,6761230,2681477,3757685,443809,4413868,SRX1034492,PRJNA284504,SRS942004,SAMN03703082,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR2034275,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73,12,141070307,97757758,1807641,52946317,52864218,835,52501,19923010,16404,4204407,8149289,2641205,745364,9079261,SRX1034493,PRJNA284504,SRS942003,SAMN03703083,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR2034276,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73,12,119589333,86973528,1174127,49288696,49224152,863,49094,18978818,18621,3747481,5229351,2361889,747393,6552185,SRX1034494,PRJNA284504,SRS942002,SAMN03703084,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR2034277,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73,12,122405675,94281137,1166972,53127751,53067052,869,58012,24958742,18671,2741871,4495309,2210870,792900,5877011,SRX1034495,PRJNA284504,SRS942001,SAMN03703085,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR9690843,SRP214747,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Dental_pulp_stem_cell,90,18,11602602,10066982,909402,6960707,6926153,647,10198,802231,41486,124786,378750,212509,782724,753591,SRX6450192,PRJNA554528,SRS5103705,SAMN12273066,"STOMATOLOGICAL HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",-,-
SRR9690845,SRP214747,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Dental_pulp_stem_cell,90,18,12558159,11100492,953350,8107915,8074435,684,11420,744983,54713,140165,404917,203985,642582,789812,SRX6450190,PRJNA554528,SRS5103704,SAMN12273067,"STOMATOLOGICAL HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",-,-
SRR9690847,SRP214747,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Dental_pulp_stem_cell,90,18,11884783,10913054,711857,9120144,9100539,679,13983,461172,18568,167202,245752,166795,180259,539179,SRX6450188,PRJNA554528,SRS5103703,SAMN12273068,"STOMATOLOGICAL HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",-,-
SRR9690849,SRP214747,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Dental_pulp_stem_cell,90,18,10983349,9074836,959674,6014662,5977009,620,8141,706154,37919,112963,365405,215005,819308,795279,SRX6450186,PRJNA554528,SRS5103702,SAMN12273065,"STOMATOLOGICAL HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",-,-
SRR9690851,SRP214747,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Dental_pulp_stem_cell,90,18,10923555,9752766,1118945,7185240,7157061,610,12829,520646,19827,185715,402038,255973,330484,840014,SRX6450184,PRJNA554528,SRS5103701,SAMN12273070,"STOMATOLOGICAL HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",-,-
SRR9690853,SRP214747,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Stem,No,Dental_pulp_stem_cell,90,18,11100631,9217867,1585351,5942556,5890780,572,9714,757412,17885,147508,364463,352757,498782,1126790,SRX6450182,PRJNA554528,SRS5103700,SAMN12273069,"STOMATOLOGICAL HOSPITAL, SOUTHERN MEDICAL UNIVERSITY",-,-
SRR7811937,SRP160510,Illumina HiSeq 4000,ncRNA-Seq,size fractionation,Stem,No,Ectoderm_precursor_derived,137,19,37245163,30566550,865315,4558407,4539558,938,12093,2714748,21462,342643,17643636,2142691,230473,2900397,SRX4663516,PRJNA490042,SRS3758727,SAMN10023909,GEO,DOI: 10.1080/15476286.2020.1733800,32150510
SRR7811938,SRP160510,Illumina HiSeq 4000,ncRNA-Seq,size fractionation,Stem,No,Ectoderm_precursor_derived,137,19,37560566,32757242,1066041,5421932,5400557,1016,9889,3287087,21807,335175,18038680,2518704,316103,2807865,SRX4663517,PRJNA490042,SRS3758728,SAMN10023908,GEO,DOI: 10.1080/15476286.2020.1733800,32150510
SRR1203788,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110,7,19146354,16008857,622860,11030365,10927081,1133,139431,864294,130797,347162,1017821,925481,185275,1368231,SRX500214,PRJNA242558,SRS581521,SAMN02698549,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203789,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110,7,15587158,8367616,340825,5686586,5661199,1041,11036,765072,35989,129929,499543,553528,66430,619503,SRX500215,PRJNA242558,SRS581522,SAMN02698544,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203790,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110,7,15245769,13486452,464279,9921198,9901472,1139,19415,666925,39183,236109,791594,999760,98727,713541,SRX500216,PRJNA242558,SRS581523,SAMN02698554,GEO,DOI: 10.1038/cr.2015.24,25708366
