Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR3996364,SRP080860,Illumina MiSeq,miRNA-Seq,size fractionation,Brain,No,Astrocyte,74,3,2734912,2273505,119832,1660916,1656837,621,11543,155610,28151,46606,145302,48816,12554,164007,SRX1997251,PRJNA336334,SRS1598718,SAMN05509030,GEO,DOI: 10.1371/journal.pone.0170961,28135303
SRR3996365,SRP080860,Illumina MiSeq,miRNA-Seq,size fractionation,Brain,No,Astrocyte,74,3,2301551,1919467,99295,1309069,1305925,574,8297,140431,26385,89441,119635,41551,11808,172850,SRX1997252,PRJNA336334,SRS1598719,SAMN05509029,GEO,DOI: 10.1371/journal.pone.0170961,28135303
SRR3996366,SRP080860,Illumina MiSeq,miRNA-Seq,size fractionation,Brain,No,Astrocyte,74,3,4355642,3463972,344846,2032666,2026968,646,11814,221623,43465,135825,215345,69197,22053,711984,SRX1997253,PRJNA336334,SRS1598720,SAMN05509028,GEO,DOI: 10.1371/journal.pone.0170961,28135303
SRR3996367,SRP080860,Illumina MiSeq,miRNA-Seq,size fractionation,Brain,No,Astrocyte,74,3,3174776,2642677,268709,1591250,1587448,632,9711,185024,37303,51184,132649,50667,14939,569950,SRX1997254,PRJNA336334,SRS1598722,SAMN05509032,GEO,DOI: 10.1371/journal.pone.0170961,28135303
SRR3996368,SRP080860,Illumina MiSeq,miRNA-Seq,size fractionation,Brain,No,Astrocyte,74,3,3371762,2660442,138854,1842506,1840348,572,5843,217763,14469,41248,235104,46790,8622,248097,SRX1997255,PRJNA336334,SRS1598721,SAMN05509031,GEO,DOI: 10.1371/journal.pone.0170961,28135303
SRR3996369,SRP080860,Illumina MiSeq,miRNA-Seq,size fractionation,Brain,No,Astrocyte,74,3,3662542,3264001,156330,2190454,2188377,577,7666,284174,24278,150053,265303,63980,11569,266524,SRX1997256,PRJNA336334,SRS1598723,SAMN05509027,GEO,DOI: 10.1371/journal.pone.0170961,28135303
SRR1664893,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664893,Red_blood_cell,51,49,17692965,17098600,128975,14938190,14935096,517,10661,81084,8,497,208243,1615870,3727,240320,SRX769817,PRJNA268835,SRS753967,SAMN03225413,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664894,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664894,Red_blood_cell,51,49,16713448,16356343,110797,14287188,14284568,497,21996,43166,0,508,166728,1646378,3600,186779,SRX769819,PRJNA268835,SRS753969,SAMN03225414,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664895,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664895,Red_blood_cell,51,49,31614208,31475833,173103,28180483,28174244,622,33700,117413,28,1027,251816,2469781,7016,414569,SRX769818,PRJNA268835,SRS753968,SAMN03225416,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664896,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664896,Red_blood_cell,51,49,9927231,9827320,60220,8928193,8927293,329,3005,14893,1,130,108641,634319,1446,136692,SRX769820,PRJNA268835,SRS753971,SAMN03225415,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664897,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664897,Red_blood_cell,51,49,21196809,20798327,140797,18676961,18673191,565,11034,41779,5,734,163301,1615594,6780,282139,SRX769821,PRJNA268835,SRS753970,SAMN03225412,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1988291,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988291,Neuron,146,38,13423017,6198129,441431,3330712,3314080,794,2470,498566,13074,104628,1193302,461172,50725,543480,SRX1005614,PRJNA282001,SRS918891,SAMN03565563,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988292,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988292,Neuron,146,38,13274444,6274876,462931,3380197,3362831,765,2495,505690,13106,110444,1201845,456883,56817,547399,SRX1005615,PRJNA282001,SRS918890,SAMN03565564,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988293,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988293,Neuron,146,38,13977971,7073177,477032,3859509,3842091,786,2847,562248,12408,125251,1337464,527037,63497,582916,SRX1005616,PRJNA282001,SRS918889,SAMN03565565,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988294,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988294,Neuron,146,38,13599066,6739789,478624,3621525,3604563,760,2575,526808,12646,114583,1320601,506092,55127,579832,SRX1005617,PRJNA282001,SRS918888,SAMN03565566,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988295,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988295,Neuron,146,38,11719155,5430118,420887,2513147,2493391,730,13143,526008,8604,92076,1379366,212809,53017,631948,SRX1005618,PRJNA282001,SRS918887,SAMN03565567,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988296,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988296,Neuron,146,38,11602378,5860687,463961,2742904,2725181,784,15114,553306,7863,100853,1496392,211426,66085,666744,SRX1005619,PRJNA282001,SRS918886,SAMN03565568,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988297,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988297,Neuron,146,38,14109809,7105408,667142,3245326,3214991,782,17369,704745,8925,107023,1740426,261479,76072,944043,SRX1005620,PRJNA282001,SRS918885,SAMN03565569,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988298,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988298,Neuron,146,38,18349215,8711137,787922,3635546,3596163,802,19394,982595,10990,122185,2397615,339664,98826,1104322,SRX1005621,PRJNA282001,SRS918884,SAMN03565570,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988299,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988299,Neuron,146,38,9831491,5706520,480438,3454881,3436816,758,2539,313116,14572,94677,826058,386969,43103,570605,SRX1005622,PRJNA282001,SRS918883,SAMN03565572,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988300,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988300,Neuron,146,38,13392035,8239935,634370,5071480,5047192,833,3484,503861,22484,149762,1099165,547198,59736,782765,SRX1005623,PRJNA282001,SRS918882,SAMN03565573,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988301,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988301,Neuron,146,38,13802055,8323693,747468,5056508,5025930,801,3359,447001,21527,148203,1058610,579203,58873,950409,SRX1005624,PRJNA282001,SRS918881,SAMN03565574,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988302,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,SRR1988302,Neuron,146,38,14375463,8612685,659957,5214290,5185969,827,3416,531734,21305,150907,1160681,573243,66734,890375,SRX1005625,PRJNA282001,SRS918880,SAMN03565575,GEO,DOI: 10.1242/dev.122747,26395143
DRR041504,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Lipocyte,159,66,2314993,2048529,109108,572588,570579,497,1091,69674,3792,77985,1085273,65077,14258,158791,DRX037138,PRJDB2675,DRS008197,SAMD00004864,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041616,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Lipocyte,159,66,2910584,2762162,124203,735695,732831,530,1649,404803,8425,51709,1290128,50939,13774,205040,DRX037250,PRJDB2675,DRS008196,SAMD00004821,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR5127209,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Brain,SRR5127209,Neuron,151,38,51604025,50758716,1767359,35592251,35547652,1187,47586,2110948,95724,1419752,1864392,6156759,248026,3223278,SRX2441487,PRJNA358331,SRS1876153,SAMN06176870,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127214,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Brain,SRR5127214,Astrocyte,151,3,16314120,16062739,1711183,10170861,10117078,838,20435,717530,29430,633714,1330207,431595,52112,2676855,SRX2441492,PRJNA358331,SRS1876159,SAMN06176840,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127232,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,RBC,SRR5127232,Red_blood_cell,151,49,24526629,24287204,170379,21298180,21292211,728,20032,105694,108,31541,622327,1802986,8791,397545,SRX2441510,PRJNA358331,SRS1876176,SAMN06176871,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127234,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Brain,SRR5127234,Neuron,151,38,40546667,39588356,1764776,20318226,20262777,1243,87442,4448774,94401,1114956,3228372,6383777,207305,3705103,SRX2441512,PRJNA358331,SRS1876178,SAMN06176869,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
DRR041368,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Brain,No,Meningeal,159,32,2156031,1957322,94087,628549,625150,508,1303,72632,6890,59132,980433,51493,12706,144184,DRX037002,PRJDB2675,DRS008234,SAMD00004872,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041534,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Brain,No,Meningeal,159,32,2188195,2070351,104815,607330,604665,463,2256,499488,8634,32544,721826,38067,11347,148859,DRX037168,PRJDB2675,DRS008233,SAMD00004942,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR1988303,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,146,38,15701571,10321462,670463,6683700,6656793,850,3165,497855,19499,150230,1469880,527020,56757,913356,SRX1005626,PRJNA282001,SRS918879,SAMN03565576,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988304,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,146,38,9181604,5983575,433782,3915731,3900943,729,1794,290688,12114,79400,812292,320365,35828,515363,SRX1005627,PRJNA282001,SRS918878,SAMN03565577,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988305,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,146,38,14614689,9051147,649345,5755146,5727184,809,2484,468897,16688,119694,1275186,460688,52626,899738,SRX1005628,PRJNA282001,SRS918877,SAMN03565578,GEO,DOI: 10.1242/dev.122747,26395143
SRR1988306,SRP057590,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,146,38,7814090,4729422,479096,2787724,2764097,674,1427,308578,9881,64888,614072,276762,29826,636264,SRX1005629,PRJNA282001,SRS918876,SAMN03565579,GEO,DOI: 10.1242/dev.122747,26395143
SRR3199254,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,11333883,10756183,529947,7980044,7957260,956,19023,825448,36255,141176,545338,469311,50409,689179,SRX1609209,PRJNA314028,SRS1318734,SAMN04527095,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199255,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,8530299,8284268,380135,5617801,5598555,878,10648,1158269,12906,87920,530776,390234,37599,438115,SRX1609210,PRJNA314028,SRS1318732,SAMN04527096,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199256,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,8111472,7838834,359636,5491202,5460491,888,5939,970296,14675,110633,309329,472281,23341,441138,SRX1609211,PRJNA314028,SRS1318731,SAMN04527097,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199257,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,9690299,9528684,307855,8114534,8101212,802,4716,616151,6286,62477,121775,288952,29070,284723,SRX1609212,PRJNA314028,SRS1318730,SAMN04527098,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199258,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,12366819,12183402,428270,8855355,8841637,817,3602,1569725,2194,125820,546008,548355,28893,503450,SRX1609213,PRJNA314028,SRS1318729,SAMN04527099,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199259,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,13162620,12941827,515808,8981412,8972722,839,2756,1434273,5678,99949,1146311,778538,41239,451671,SRX1609214,PRJNA314028,SRS1318728,SAMN04527100,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199260,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,34176496,33567577,952898,25154701,25137464,987,6408,3040932,11097,260110,2195770,1843766,62003,992790,SRX1609215,PRJNA314028,SRS1318726,SAMN04527101,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199261,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,10305841,9941343,392903,6992646,6983858,732,2271,1385879,1910,93199,415181,587114,40933,422210,SRX1609216,PRJNA314028,SRS1318727,SAMN04527102,GEO,DOI: 10.1111/jne.12455,28071834
SRR3199262,SRP071051,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Brain,No,Neuron,106,38,9217379,8982625,308966,7120913,7112510,701,2004,752542,4416,59760,316987,448200,21443,256360,SRX1609217,PRJNA314028,SRS1318733,SAMN04527103,GEO,DOI: 10.1111/jne.12455,28071834
SRR5128189,SRP095605,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,78,38,28587717,27777894,1322908,5238211,5230014,748,25901,803956,93432,4732009,7527532,4342391,299674,4714788,SRX2442450,PRJNA358688,SRS1877016,SAMN06177327,GEO,DOI: 10.1016/j.schres.2016.12.012,28094170
SRR5128190,SRP095605,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,78,38,28476036,27562724,1368030,5825952,5815384,814,24740,967208,101310,2159036,7866618,4725190,326788,5565882,SRX2442451,PRJNA358688,SRS1877015,SAMN06177326,GEO,DOI: 10.1016/j.schres.2016.12.012,28094170
SRR5128191,SRP095605,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,78,38,21789157,20661422,1183906,3374976,3368547,707,17789,497398,36342,1878782,6754194,3139604,257174,4705163,SRX2442452,PRJNA358688,SRS1877017,SAMN06177325,GEO,DOI: 10.1016/j.schres.2016.12.012,28094170
SRR5128192,SRP095605,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,78,38,26526167,25702679,1225425,6550114,6540952,824,25455,563276,79373,3253312,7103540,3460541,236170,4430898,SRX2442453,PRJNA358688,SRS1877019,SAMN06177324,GEO,DOI: 10.1016/j.schres.2016.12.012,28094170
SRR5128193,SRP095605,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,78,38,39567674,38007212,2033911,5652935,5640466,998,39064,1407675,102183,6413082,10259697,5522011,666014,7944551,SRX2442454,PRJNA358688,SRS1877018,SAMN06177323,GEO,DOI: 10.1016/j.schres.2016.12.012,28094170
SRR5128194,SRP095605,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Brain,No,Neuron,78,38,41978190,39795121,1992357,6404657,6389414,933,34591,1171612,86717,4237855,15871387,5070292,397113,6520897,SRX2442455,PRJNA358688,SRS1877020,SAMN06177322,GEO,DOI: 10.1016/j.schres.2016.12.012,28094170
SRR5256874,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,1402912,1230134,139913,523186,513759,443,802,77034,2470,21696,149464,79159,6353,369970,SRX2562375,PRJNA374724,SRS1979166,SAMN06333809,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256875,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,14606359,14167837,841836,5116154,5060637,760,8538,1460544,44186,288600,1733254,1199714,90133,4226714,SRX2562375,PRJNA374724,SRS1979166,SAMN06333809,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256876,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,6014850,4711800,428354,1572036,1489157,570,1787,187047,6087,65412,694423,224385,21446,1939177,SRX2562376,PRJNA374724,SRS1979168,SAMN06333806,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256878,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,48743547,47573706,1388051,13199785,13080548,685,22098,4109541,141646,813918,11239221,2493584,429377,15124536,SRX2562377,PRJNA374724,SRS1979167,SAMN06333802,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256879,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,12055798,10621348,735019,3864809,3753414,703,4481,304045,17945,131727,1388233,407092,35207,4467809,SRX2562378,PRJNA374724,SRS1979169,SAMN06333800,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256880,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,3907403,3096863,285134,1410286,1377343,531,1485,106972,5566,57709,434089,155418,16725,908613,SRX2562379,PRJNA374724,SRS1979170,SAMN06333796,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256881,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,2245345,2216817,254877,848117,845537,409,1695,139273,6849,82914,256305,160477,23477,697710,SRX2562379,PRJNA374724,SRS1979170,SAMN06333796,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256882,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,2367830,1712607,233046,580803,562431,388,504,39773,2636,33977,253536,71514,8846,721018,SRX2562380,PRJNA374724,SRS1979171,SAMN06333793,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256883,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102,38,7929207,7819456,694541,3458415,3449920,543,4050,336361,31622,166476,879183,448241,44441,2450667,SRX2562380,PRJNA374724,SRS1979171,SAMN06333793,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5833902,SRP112629,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Brain,No,Neuron,118,38,28952919,18555711,2914508,5039786,4934584,723,5428,532453,33105,1610730,6567657,1744034,344239,2678279,SRX3010789,PRJNA394766,SRS2360455,SAMN07359229,GEO,DOI: 10.7554/eLife.50561,32459171
SRR5833903,SRP112629,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Brain,No,Neuron,118,38,27571622,18712099,2808639,5828089,5724791,678,5214,409496,33694,2248169,5713248,1619486,298402,2556301,SRX3010790,PRJNA394766,SRS2360456,SAMN07359228,GEO,DOI: 10.7554/eLife.50561,32459171
SRR5833904,SRP112629,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Brain,No,Neuron,118,38,26645018,17964023,2870255,4300923,4189365,696,6763,510113,89220,1625240,6553482,1772108,323807,2782367,SRX3010791,PRJNA394766,SRS2360457,SAMN07359227,GEO,DOI: 10.7554/eLife.50561,32459171
SRR5833905,SRP112629,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Brain,No,Neuron,118,38,28944242,19383169,2903119,5120201,5006834,656,5629,443271,56318,2074842,7087829,1589430,313202,2692447,SRX3010792,PRJNA394766,SRS2360458,SAMN07359226,GEO,DOI: 10.7554/eLife.50561,32459171
SRR6283108,SRP124840,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,9,38,10820781,9314151,1175594,4774734,4762208,816,8337,446772,805,47901,945505,744423,195917,2149757,SRX3385223,PRJNA418122,SRS2680694,SAMN08015161,GEO,DOI: 10.1371/journal.pgen.1008036,30865625
SRR6283109,SRP124840,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,9,38,13870856,12950823,2237006,1502527,1482831,643,6646,2826229,35164,335242,2061124,2505743,329665,3348483,SRX3385224,PRJNA418122,SRS2680695,SAMN08015160,GEO,DOI: 10.1371/journal.pgen.1008036,30865625
SRR7062776,SRP142594,NextSeq 500,miRNA-Seq,size fractionation,Brain,No,Neuron,83,38,5109453,3871016,300262,1100782,1096954,685,4869,907919,4652,62207,497228,728426,35940,528993,SRX3993701,PRJNA453492,SRS3217879,SAMN08980971,GEO,DOI: 10.1016/j.celrep.2019.05.059,31216479
SRR7062777,SRP142594,NextSeq 500,miRNA-Seq,size fractionation,Brain,No,Neuron,83,38,9941365,7781600,458224,2214420,2206976,821,8566,1952766,8789,125436,1047903,1389280,72736,961704,SRX3993702,PRJNA453492,SRS3217881,SAMN08980970,GEO,DOI: 10.1016/j.celrep.2019.05.059,31216479
SRR7062778,SRP142594,NextSeq 500,miRNA-Seq,size fractionation,Brain,No,Neuron,83,38,12140853,8470673,592541,2502834,2493260,846,10170,1733578,6623,155480,1315650,1490705,100071,1155562,SRX3993703,PRJNA453492,SRS3217880,SAMN08980969,GEO,DOI: 10.1016/j.celrep.2019.05.059,31216479
SRR7062779,SRP142594,NextSeq 500,miRNA-Seq,size fractionation,Brain,No,Neuron,83,38,7124995,5494824,431273,1510004,1504169,752,6282,1343322,3401,89319,816725,935792,62539,727440,SRX3993704,PRJNA453492,SRS3217882,SAMN08980968,GEO,DOI: 10.1016/j.celrep.2019.05.059,31216479
SRR7062780,SRP142594,NextSeq 500,miRNA-Seq,size fractionation,Brain,No,Neuron,83,38,6620099,4203999,343737,1396551,1391084,707,5965,735432,8056,70108,729981,677533,33152,547221,SRX3993705,PRJNA453492,SRS3217884,SAMN08980967,GEO,DOI: 10.1016/j.celrep.2019.05.059,31216479
SRR7062781,SRP142594,NextSeq 500,miRNA-Seq,size fractionation,Brain,No,Neuron,83,38,10311237,7022988,524616,2420682,2412145,840,9693,1303299,13449,108904,1130621,1074944,51918,909478,SRX3993706,PRJNA453492,SRS3217883,SAMN08980966,GEO,DOI: 10.1016/j.celrep.2019.05.059,31216479
SRR8478257,SRP181655,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Brain,No,Neuron,31,38,30140793,30140793,2284439,8332639,7676726,677,17067,2417408,28215,2063219,2597584,3658056,146418,10880187,SRX5283412,PRJNA516662,SRS4283160,SAMN10793659,GEO,DOI: 10.1038/s41422-019-0152-9,30814679
SRR8478258,SRP181655,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Brain,No,Neuron,31,38,24529714,20837244,2221352,1489616,1255997,539,2780,457383,2495,387042,7188560,1073988,191952,10043428,SRX5283413,PRJNA516662,SRS4283161,SAMN10793658,GEO,DOI: 10.1038/s41422-019-0152-9,30814679
