Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Input Reads after miREC error correction,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR1973412,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1304687,993005,52900,743445,742551,493,1626,35719,796,20404,64995,56009,3919,66092,SRX994689,PRJNA281062,SRS909167,SAMN03481917,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973413,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1523502,1256905,59579,894386,893408,507,2390,38874,773,25362,87051,69010,5052,134007,SRX994690,PRJNA281062,SRS909163,SAMN03481918,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973414,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1196175,1011577,50880,743749,742968,469,3276,37488,712,20126,66812,48544,4326,86544,SRX994691,PRJNA281062,SRS909164,SAMN03481919,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973415,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101,10,1003898,828879,48027,603540,602834,473,1760,37093,578,17381,60395,43115,3985,61032,SRX994692,PRJNA281062,SRS909165,SAMN03481920,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1055961,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1055961,Myotube,108,37,15093056,15060241,243060,13993802,13981925,573,9238,217454,46013,51074,153887,64122,31370,493281,SRX396801,PRJNA231903,SRS517780,SAMN02463571,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1055962,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1055962,Myoblast,108,37,11503540,11441739,315051,9633517,9591411,624,8157,463031,49771,41606,168700,78155,25108,973694,SRX497716,PRJNA231903,SRS579681,SAMN02463572,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1055963,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1055963,Myotube,108,37,14281046,14258374,184684,13416235,13407689,570,8240,198826,45359,53703,83936,60489,29902,361684,SRX497757,PRJNA231903,SRS579685,SAMN02463573,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1200834,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1200834,Myoblast,108,37,12129169,12106287,264915,10908043,10888506,638,9809,381814,82012,41418,52567,52235,21587,556802,SRX501857,PRJNA231903,SRS582902,SAMN02463574,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1200888,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1200888,Myotube,108,37,13540248,13514401,155563,12868863,12860370,537,6081,130389,23236,26301,53840,39736,61617,304338,SRX501858,PRJNA231903,SRS582903,SAMN02463575,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1200890,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,SRR1200890,Myoblast,108,37,13429149,13367911,368588,11694964,11674375,620,15447,433832,78898,59104,85495,94504,40640,865027,SRX501859,PRJNA231903,SRS582904,SAMN02463576,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1664893,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664893,Red_blood_cell,51,49,17692965,17098600,128975,14938190,14935096,517,10661,81084,8,497,208243,1615870,3727,240320,SRX769817,PRJNA268835,SRS753967,SAMN03225413,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664894,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664894,Red_blood_cell,51,49,16713448,16356343,110797,14287188,14284568,497,21996,43166,0,508,166728,1646378,3600,186779,SRX769819,PRJNA268835,SRS753969,SAMN03225414,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664895,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664895,Red_blood_cell,51,49,31614208,31475833,173103,28180483,28174244,622,33700,117413,28,1027,251816,2469781,7016,414569,SRX769818,PRJNA268835,SRS753968,SAMN03225416,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664896,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664896,Red_blood_cell,51,49,9927231,9827320,60220,8928193,8927293,329,3005,14893,1,130,108641,634319,1446,136692,SRX769820,PRJNA268835,SRS753971,SAMN03225415,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664897,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664897,Red_blood_cell,51,49,21196809,20798327,140797,18676961,18673191,565,11034,41779,5,734,163301,1615594,6780,282139,SRX769821,PRJNA268835,SRS753970,SAMN03225412,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
DRR041504,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Lipocyte,159,66,2314993,2048529,109108,572588,570579,497,1091,69674,3792,77985,1085273,65077,14258,158791,DRX037138,PRJDB2675,DRS008197,SAMD00004864,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041616,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Lipocyte,159,66,2910584,2762162,124203,735695,732831,530,1649,404803,8425,51709,1290128,50939,13774,205040,DRX037250,PRJDB2675,DRS008196,SAMD00004821,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR5127202,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Muscle,SRR5127202,Skeletal_muscle_cell,151,37,9192954,9021641,1203367,4762483,4717611,770,19801,877329,50238,236692,800993,306230,54940,1912935,SRX2441480,PRJNA358331,SRS1876146,SAMN06176863,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127211,SRP095572,Illumina HiSeq 2000,miRNA-Seq,other,Muscle,SRR5127211,Smooth_muscle_cell,151,56,26916970,23926150,453565,14409635,14381385,958,14630,2135615,54000,461714,4773193,609323,134424,1333616,SRX2441489,PRJNA358331,SRS1876155,SAMN06176873,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127215,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Muscle,SRR5127215,Smooth_muscle_cell_bladder,151,56,17299457,16974217,1770527,7247509,7206323,734,8216,3426965,25949,410946,1452601,430477,39735,3931819,SRX2441493,PRJNA358331,SRS1876158,SAMN06176868,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127217,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Muscle,SRR5127217,Smooth_muscle_cell_aorta,151,56,17834771,17568194,1715546,8073731,8031067,720,12972,3766078,17738,279204,1363928,256264,35479,3762800,SRX2441495,PRJNA358331,SRS1876161,SAMN06176864,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127218,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Muscle,SRR5127218,Myoblast,151,37,13592707,13112526,630274,9009313,8965637,888,26112,867113,63705,371295,1230524,337407,106355,1100702,SRX2441496,PRJNA358331,SRS1876162,SAMN06176862,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127222,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Muscle,SRR5127222,Smooth_muscle_cell_prostate,151,56,14008264,13454681,604244,8384093,8343249,867,18781,1821202,51048,477137,1093026,326433,73264,1209697,SRX2441500,PRJNA358331,SRS1876166,SAMN06176867,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127232,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,RBC,SRR5127232,Red_blood_cell,151,49,24526629,24287204,170379,21298180,21292211,728,20032,105694,108,31541,622327,1802986,8791,397545,SRX2441510,PRJNA358331,SRS1876176,SAMN06176871,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
DRR041397,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Muscle_cell,159,37,3302740,2062415,122961,932079,929272,492,926,245622,4527,50166,556140,133797,28229,110929,DRX037031,PRJDB2675,DRS008354,SAMD00004954,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041413,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Muscle_cell,159,37,1947071,1743381,119050,1149757,1145681,554,1524,166964,9312,38099,178483,50311,56835,92096,DRX037047,PRJDB2675,DRS008353,SAMD00004973,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041419,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Muscle_cell,159,37,1191660,953533,62290,568301,565284,497,1857,90667,5516,34057,139086,35062,6738,72249,DRX037053,PRJDB2675,DRS008345,SAMD00005073,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041428,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Muscle_cell,159,37,4819457,4478949,172929,2957960,2951761,651,5574,594967,21388,134232,343012,194875,29537,197404,DRX037062,PRJDB2675,DRS008344,SAMD00005609,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041555,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Muscle_cell,159,37,1077018,913390,62450,414231,412021,456,1832,257719,4699,15948,118393,24113,5043,71412,DRX037189,PRJDB2675,DRS008346,SAMD00005802,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041505,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Myoblast,159,37,2736663,2371414,131020,790340,787176,487,2042,138604,5463,65875,1066553,67919,21719,212899,DRX037139,PRJDB2675,DRS008259,SAMD00004887,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041516,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Myoblast,159,37,2272403,1973532,113927,716061,712529,463,2129,75157,7152,57742,886052,53479,16807,158953,DRX037150,PRJDB2675,DRS008261,SAMD00005823,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041565,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Myoblast,159,37,1220794,1078710,59965,373201,371722,404,1136,151419,5496,17910,415962,19736,5826,88024,DRX037199,PRJDB2675,DRS008260,SAMD00005337,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR1207051,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myoblast,108,37,14152480,14116828,435190,11647163,11633538,668,15188,662476,98118,63767,316789,166149,51982,1095196,SRX501891,PRJNA231903,SRS582936,SAMN02463582,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207053,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myoblast,108,37,12951507,12916933,358739,9162028,9148869,586,7388,1414699,29726,65054,359982,140427,38408,1699221,SRX501883,PRJNA231903,SRS582927,SAMN02463578,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207055,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myoblast,108,37,11689738,11557452,418047,3824502,3744491,483,3666,3315383,21111,23574,449238,146193,36330,3737455,SRX501887,PRJNA231903,SRS582931,SAMN02463580,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR7001333,SRP139954,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,40,37,30770938,29349901,3101730,10874327,10833838,836,36931,1089180,109960,659957,10676443,508368,137268,5257467,SRX3934111,PRJNA450097,SRS3166741,SAMN08930169,GEO,DOI: 10.1093/hmg/ddy173,29741619
SRR7001335,SRP139954,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,40,37,27600244,26446552,2703957,9091422,9030247,830,41228,1098076,101801,546169,9410410,531045,153685,5472716,SRX3934113,PRJNA450097,SRS3166743,SAMN08930167,GEO,DOI: 10.1093/hmg/ddy173,29741619
SRR8664489,SRP187437,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,88,37,12247512,11940135,520833,8464192,8450514,782,12927,632266,15822,198276,1374455,357800,64324,820073,SRX5460769,PRJNA525423,SRS4434634,SAMN11050722,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR8664490,SRP187437,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,88,37,13353059,13004904,443880,9010848,8997980,789,13012,729089,16234,218440,1775168,412671,74604,754838,SRX5460770,PRJNA525423,SRS4434635,SAMN11050721,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR8664491,SRP187437,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,88,37,14808144,14409332,585143,9647775,9625762,810,11822,866858,41772,252364,1856762,410916,228237,1092826,SRX5460771,PRJNA525423,SRS4434636,SAMN11050720,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR8664492,SRP187437,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,88,37,13738797,13284062,583732,5667709,5640752,690,4446,1106917,23713,196447,2040223,622784,1234832,2386991,SRX5460772,PRJNA525423,SRS4434637,SAMN11050719,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR8664493,SRP187437,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,88,37,18091801,17573640,608489,7808545,7780927,749,6327,1083566,25026,280892,2531170,788824,1876987,3172303,SRX5460773,PRJNA525423,SRS4434638,SAMN11050718,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR8664494,SRP187437,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,88,37,12949092,12551939,485962,5229276,5205791,686,4524,625512,13430,172354,1950920,541669,1825958,2188296,SRX5460774,PRJNA525423,SRS4434639,SAMN11050717,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR5376350,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1779256,1779256,159143,882904,879909,528,2387,251359,2001,28131,400029,46198,46112,120135,SRX2671672,PRJNA380409,SRS2071051,SAMN06642495,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376351,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,2031626,2031626,235773,960877,951929,580,3076,263154,4666,44950,356314,55732,118211,224646,SRX2671673,PRJNA380409,SRS2071052,SAMN06642494,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376352,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1981940,1981940,268158,655835,651809,513,2191,234223,2667,30677,736777,58782,92771,168017,SRX2671674,PRJNA380409,SRS2071053,SAMN06642493,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376353,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,3171268,3171268,292502,1125817,1118172,608,3406,157334,3375,51833,1419836,86039,86755,236873,SRX2671675,PRJNA380409,SRS2071054,SAMN06642492,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376354,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1261565,1261565,98263,747833,745676,489,1656,85100,3492,19938,304175,24835,19066,55470,SRX2671676,PRJNA380409,SRS2071055,SAMN06642491,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376355,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,5833585,5833585,896946,1955265,1933686,665,6083,324702,5885,110671,2008815,194592,460679,766893,SRX2671677,PRJNA380409,SRS2071056,SAMN06642490,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376356,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1576888,1576888,152777,743841,742119,509,959,272827,782,22439,331295,60844,59238,84663,SRX2671678,PRJNA380409,SRS2071058,SAMN06642489,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376357,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1693207,1693207,193215,552607,550000,497,1483,240639,831,33892,416650,77419,261096,108590,SRX2671679,PRJNA380409,SRS2071057,SAMN06642499,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376358,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1875179,1875179,274263,871372,867748,522,1275,235858,1722,30914,370155,74820,125581,163482,SRX2671680,PRJNA380409,SRS2071059,SAMN06642498,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376359,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,4284016,4284016,316222,1879749,1871993,631,3863,461957,3514,76731,729064,164458,733281,231399,SRX2671681,PRJNA380409,SRS2071060,SAMN06642488,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376360,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,2560998,2560998,164833,976161,974279,518,1848,346328,1935,50541,913930,118939,40438,110878,SRX2671682,PRJNA380409,SRS2071061,SAMN06642487,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR5376361,SRP102449,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Myoblast_fetal,114,37,1670694,1670694,166633,558265,556413,454,954,192361,1332,21790,284636,48963,480233,82160,SRX2671683,PRJNA380409,SRS2071062,SAMN06642486,GEO,DOI: 10.1038/s41419-018-1080-1,30341284
SRR1207050,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myotube,108,37,11718614,11678636,382854,7096837,7090411,520,3494,990043,49042,57757,1400381,188099,47805,1845178,SRX501890,PRJNA231903,SRS582935,SAMN02463581,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207052,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myotube,108,37,10956710,10916331,399802,6581509,6575744,521,3500,936756,39466,99437,1695501,185479,45995,1328688,SRX501882,PRJNA231903,SRS582926,SAMN02463577,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207054,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myotube,108,37,13239293,13189862,474564,4740415,4731993,484,3833,1540992,23599,78630,3303546,212243,45058,3241546,SRX501885,PRJNA231903,SRS582930,SAMN02463579,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR7001334,SRP139954,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myotube,40,37,31736810,30210562,3278212,11094223,11044251,840,24485,1706281,72750,649584,10288069,574781,168701,5631688,SRX3934112,PRJNA450097,SRS3166742,SAMN08930168,GEO,DOI: 10.1093/hmg/ddy173,29741619
SRR7001336,SRP139954,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Muscle,No,Myotube,40,37,34774120,33204842,3404679,12014229,11958861,862,26859,1597469,66470,676443,12020138,736439,164550,5902245,SRX3934114,PRJNA450097,SRS3166744,SAMN08930166,GEO,DOI: 10.1093/hmg/ddy173,29741619
DRR041355,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1478056,1156543,86199,356732,355142,371,1219,7116,1105,228918,366522,60120,8134,126677,DRX036989,PRJDB2675,DRS007934,SAMD00005354,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041447,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1807275,1620287,69718,1172002,1169635,439,809,75857,2635,58086,201236,29295,8614,71753,DRX037081,PRJDB2675,DRS008301,SAMD00004851,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041467,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2822419,2386151,102587,1185361,1181094,542,3483,150510,12882,64528,740208,65105,16221,147853,DRX037101,PRJDB2675,DRS008305,SAMD00005889,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041473,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2659537,2330194,90157,1665472,1662934,476,1419,133278,5845,91272,276919,47199,9267,99523,DRX037107,PRJDB2675,DRS008300,SAMD00005471,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041487,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1577400,1471200,87722,903824,898341,526,3646,130854,6188,47829,200200,40201,14345,124113,DRX037121,PRJDB2675,DRS008308,SAMD00005228,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041493,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2567091,2448607,95480,1781659,1779503,502,1349,108367,4248,83204,296559,45310,12651,115260,DRX037127,PRJDB2675,DRS008302,SAMD00005229,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041511,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1702268,1445513,115626,786551,779979,525,3402,179653,7487,39782,225444,42230,19937,141027,DRX037145,PRJDB2675,DRS008306,SAMD00004847,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041517,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2196446,1967621,67891,1546300,1544320,461,830,49840,4457,76926,184866,35441,6295,62666,DRX037151,PRJDB2675,DRS008303,SAMD00005026,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041527,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1643496,1397313,143418,677335,673280,485,2065,206880,3989,38417,202163,35868,110699,119897,DRX037161,PRJDB2675,DRS008309,SAMD00005360,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041536,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2681089,2511383,79976,1552025,1550414,475,1152,605737,6896,42763,165071,35711,5696,96332,DRX037170,PRJDB2675,DRS008304,SAMD00005735,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041554,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2096707,1898122,71288,1065863,1062745,470,3382,578714,5408,18290,119822,22660,7284,76699,DRX037188,PRJDB2675,DRS008307,SAMD00005562,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
